,Year,Country,Type,Sex,Pdf
1524,1962,USA,Unprovoked,M,1962.08.12 - Roman.pdf
1525,1962,USA,Unprovoked,M,1962.07.28-Stein.pdf
1526,1962,USA,Unprovoked,M,1962.07.10-Hancock.pdf
1527,1962,USA,Unprovoked,M,1962.07.07-Duncan.pdf
1528,1962,USA,Unprovoked,M,1962.06.17-BarryReed.pdf
1529,1962,USA,Unprovoked,M,1962.06.11.c-Anglin.pdf
1530,1962,USA,Unprovoked,M,1962.06.11.b-Anglin.pdf
1531,1962,USA,Unprovoked,M,1962.06.11.a-Morris.pdf
1532,1962,USA,Unprovoked,M,1962.06.10.a-Glenn.pdf
1533,1962,USA,Unprovoked,M,1962.06.03-Dammann.pdf
1534,1962,USA,Unprovoked,M,1962.05.29-Jupiter-boy.pdf
1535,1962,USA,Unprovoked,M,1962.01.14.c-Pair_Collier.pdf
1536,1963,ATLANTIC OCEAN,Unprovoked,F,1963.12.22.b-Lakonia.pdf
1537,1963,AUSTRALIA,Unprovoked,M,1963.01.26-Wilmot.pdf
1538,1963,AUSTRALIA,Provoked,M,1963.12.21-Cook.pdf
1539,1963,AUSTRALIA,Provoked,M,1963.11.14-Nora.pdf
1540,1963,AUSTRALIA,Provoked,M,1963.09.13-Barron.pdf
1541,1963,AUSTRALIA,Provoked,M,1963.04.22-NV-Sonter.pdf
1542,1963,AUSTRALIA,Unprovoked,F,1963.01.28-Hathaway.pdf
1543,1963,AUSTRALIA,Unprovoked,M,1963.12.26.a-Warry.pdf
1544,1963,AUSTRALIA,Unprovoked,M,1963.12.08-Fox.pdf
1545,1963,AUSTRALIA,Unprovoked,M,1963.04.13-Audas.pdf
1546,1963,AUSTRALIA,Unprovoked,M,1963.02.24-Dunn.pdf
1547,1963,CHILE,Unprovoked,M,1963.09.29-Urizar.pdf
1548,1963,DOMINICAN REPUBLIC,Unprovoked,M,1963.08.00-2males.pdf
1549,1963,FEDERATED STATES OF MICRONESIA,Unprovoked,M,1963.07.28-Akira.pdf
1550,1963,FIJI,Unprovoked,F,1963.11.28-Wati.pdf
1551,1963,FIJI,Unprovoked,M,1963.11.25-Sumia.pdf
1552,1963,FIJI,Unprovoked,M,1963.02.08-Waiteatei.pdf
1553,1963,FIJI,Unprovoked,M,1963.01.30-NV-Kuruvakaruai.pdf
1554,1963,GREECE,Unprovoked,F,1963.06.01.b-Pogl.pdf
1555,1963,ITALY,Unprovoked,M,1963.11.16.R-Salito.pdf
1556,1963,MAURITIUS,Unprovoked,M,1963.02.06-Rose.pdf
1557,1963,NEW BRITAIN,Unprovoked,M,1963.12.04.R-Patape.pdf
1558,1963,NEW ZEALAND,Unprovoked,M,1963.11.30.b-Dudley.pdf
1559,1963,NORTH PACIFIC OCEAN,Provoked,M,1963.10.15-Nakata.pdf
1560,1963,PALAU,Unprovoked,M,1963.11.04-Dooley.pdf
1561,1963,PANAMA,Unprovoked,M,1963.07.00-Tuwala.pdf
1562,1963,PAPUA NEW GUINEA,Provoked,F,1963.11.30.a-Siara.pdf
1563,1963,PAPUA NEW GUINEA,Provoked,M,1963.06.01.a-Au_Kila.pdf
1564,1963,PAPUA NEW GUINEA,Unprovoked,M,1963.11.05.R-Tule.pdf
1565,1963,PAPUA NEW GUINEA,Unprovoked,M,1963.02.27-Totoba.pdf
1566,1963,SEYCHELLES,Unprovoked,M,1963.00.00.a-Seychelles.pdf
1567,1963,SOLOMON ISLANDS,Unprovoked,M,1963.03.30-Viva.pdf
1568,1963,SOLOMON ISLANDS,Unprovoked,M,1963.09.22-Dovi.pdf
1569,1963,SOUTH AFRICA,Provoked,M,1963.12.22.a-Woodhams.pdf
1570,1963,SOUTH AFRICA,Provoked,M,1963.01.12-Mankowitz.pdf
1571,1963,SOUTH AFRICA,Unprovoked,F,1963.12.29-Strauss.pdf
1572,1963,SOUTH AFRICA,Unprovoked,M,1963.12.26.b-deWet.pdf
1573,1963,SOUTH AFRICA,Unprovoked,M,1963.12.25-Wienand.pdf
1574,1963,SOUTH AFRICA,Unprovoked,M,1963.12.20.b-Coetzee.pdf
1575,1963,SOUTH AFRICA,Unprovoked,M,1963.12.20.a-Mzize.pdf
1576,1963,SOUTH AFRICA,Unprovoked,M,1963.04.17-Fourie.pdf
1577,1963,SOUTH AFRICA,Unprovoked,M,1963.01.11-Blackmore.pdf
1578,1963,SOUTH AFRICA,Unprovoked,M,1963.01.06-Passmore.pdf
1579,1963,USA,Unprovoked,M,1963.05.18-Moffatt.pdf
1580,1963,USA,Unprovoked,M,1963.04.08-Kametani.pdf
1581,1963,USA,Unprovoked,M,1963.02.04-MarineSulphurQueen.pdf
1582,1963,USA,Provoked,M,1963.11.12-DonNelson.pdf
1583,1963,USA,Provoked,M,1963.09.10-Olsen.pdf
1584,1963,USA,Provoked,M,1963.07.11-Mason.pdf
1585,1963,USA,Unprovoked,M,1963.10.16-Cheatham.pdf
1586,1963,USA,Unprovoked,M,1963.07.15-Driscoll.pdf
1587,1963,USA,Unprovoked,M,1963.04.20-Gibson.pdf
1588,1963,USA,Unprovoked,M,1963.04.12-Aka.pdf
1589,1964,AUSTRALIA,Unprovoked,M,1964.02.02-NV-Buckley.pdf
1590,1964,AUSTRALIA,Provoked,M,1964.11.13-Harding.pdf
1591,1964,AUSTRALIA,Unprovoked,M,1964.11.29-Bource.pdf
1592,1964,AUSTRALIA,Unprovoked,M,1964.11.18-Prior.pdf
1593,1964,AUSTRALIA,Unprovoked,M,1964.10.04-Henderson.pdf
1594,1964,AUSTRALIA,Unprovoked,M,1964.03.28.b-Spry.pdf
1595,1964,AUSTRALIA,Unprovoked,M,1964.01.18-Hastie.pdf
1596,1964,COSTA RICA,Unprovoked,M,1964.02.00.a-CostaRica.pdf
1597,1964,FIJI,Unprovoked,F,1964.01.04-Meve.pdf
1598,1964,FIJI,Unprovoked,M,1964.06.23-IsireliMara.pdf
1599,1964,FIJI,Unprovoked,M,1964.05.08-Ratubalavu.pdf
1600,1964,FIJI,Unprovoked,M,1964.02.14.a-Berabi.pdf
1601,1964,JAPAN,Unprovoked,M,1964.08.03-Ukita.pdf
1602,1964,KENYA,Unprovoked,M,1964.12.06-Mohammed.pdf
1603,1964,MEXICO,Unprovoked,M,1964.08.23-Moore.pdf
1604,1964,NEW CALEDONIA,Unprovoked,M,1964.02.14.b-Taye.pdf
1605,1964,NEW ZEALAND,Unprovoked,M,1964.01.00-NV-Sneddon.pdf
1606,1964,NEW ZEALAND,Unprovoked,M,1964.02.11-male-Palliser Bay.pdf
1607,1964,NEW ZEALAND,Unprovoked,M,1964.02.10-Markham.pdf
1608,1964,NEW ZEALAND,Unprovoked,M,1964.02.05.b-Hokio.pdf
1609,1964,NEW ZEALAND,Unprovoked,M,1964.02.05.a-Jordan.pdf
1610,1964,PANAMA,Unprovoked,M,1964.08.00-Achtupu.pdf
1611,1964,PANAMA,Unprovoked,M,1964.05.30-NV-Fitzsimmons.pdf
1612,1964,PANAMA,Unprovoked,M,1964.05.00-Achtupu.pdf
1613,1964,PAPUA NEW GUINEA,Unprovoked,M,1964.06.17-TamanCanoe.pdf
1614,1964,PAPUA NEW GUINEA,Unprovoked,M,1964.03.28.a-Hamilton.pdf
1615,1964,PAPUA NEW GUINEA,Unprovoked,M,1964.12.10.b-NV-Buja.pdf
1616,1964,PAPUA NEW GUINEA,Unprovoked,M,1964.12.09-Soso.pdf
1617,1964,PAPUA NEW GUINEA,Unprovoked,M,1964.07.00.b-Kambagil.pdf
1618,1964,PAPUA NEW GUINEA,Unprovoked,M,1964.04.07-Kialeg.pdf
1619,1964,PAPUA NEW GUINEA,Unprovoked,M,1964.01.06.R-NewBritain.pdf
1620,1964,SENEGAL,Unprovoked,M,1964.03.00-Senegal.pdf
1621,1964,SOUTH AFRICA,Unprovoked,M,1964.07.08.b-Marais.pdf
1622,1964,SOUTH AFRICA,Unprovoked,M,1964.06.02-Pili.pdf
1623,1964,SOUTH AFRICA,Provoked,M,1964.10.31-Clausen.pdf
1624,1964,SOUTH AFRICA,Unprovoked,M,1964.12.25-Strijdom.pdf
1625,1964,SOUTH AFRICA,Unprovoked,M,1964.07.16-Jones.pdf
1626,1964,SOUTH AFRICA,Unprovoked,M,1964.02.08-Saffery.pdf
1627,1964,SOUTH AFRICA,Unprovoked,M,1964.01.23-Carlson.pdf
1628,1964,SOUTH AFRICA,Unprovoked,M,1964.01.22-Holder.pdf
1629,1964,SOUTH AFRICA,Unprovoked,M,1964.01.01.b-Edwards.pdf
1630,1964,TAIWAN,Unprovoked,M,1964.09.20-Tien-fu.pdf
1631,1964,TAIWAN,Unprovoked,M,1964.09.07-Yang.pdf
1632,1964,USA,Unprovoked,F,1964.06.28-Sullivan.pdf
1633,1964,USA,Unprovoked,M,1964.08.22-Ruszenas.pdf
1634,1964,USA,Provoked,M,1964.07.27-NV-Alvelo.pdf
1635,1964,USA,Provoked,M,1964.07.08.a-Vorenberg.pdf
1636,1964,USA,Unprovoked,M,1964.08.26-Tayman.pdf
1637,1964,USA,Unprovoked,M,1964.08.21-Kopenski.pdf
1638,1964,USA,Unprovoked,M,1964.08.08-Webb.pdf
1639,1964,USA,Unprovoked,M,1964.03.05-Duryea.pdf
1640,1964,USA,Unprovoked,M,1964.02.00.b-NV-Feustel.pdf
1641,1964,USA,Unprovoked,M,1964.01.11-Rochette_Collier.pdf
1642,1965,AUSTRALIA,Provoked,M,1965.11.21.b-Holbrook.pdf
1643,1965,AUSTRALIA,Unprovoked,M,1965.12.28-male.pdf
1644,1965,AUSTRALIA,Unprovoked,M,1965.11.03.a-McGuffie.pdf
1645,1965,AUSTRALIA,Unprovoked,M,1965.01.10-Wootton.pdf
1646,1965,BAHAMAS,Provoked,M,1965.07.30-Kuchnow.pdf
1647,1965,BAHAMAS,Unprovoked,F,1965.10.16.a-girl.pdf
1648,1965,BAHAMAS,Unprovoked,M,1965.10.16.b-Johnson.pdf
1649,1965,EGYPT,Unprovoked,M,1965.05.00.c-Falconer-Barker.pdf
1650,1965,EGYPT,Unprovoked,M,1965.00.00.c-spearfishing-male.pdf
1651,1965,JAMAICA,Unprovoked,M,1965.05.00.b-NV-Bernard.pdf
1652,1965,JOHNSTON ISLAND,Unprovoked,M,1965.12.19-Fellows.pdf
1653,1965,MEXICO,Unprovoked,M,1965.09.08-Gonzalez.pdf
1654,1965,MEXICO,Unprovoked,M,1965.07.26-Jimenez.pdf
1655,1965,MEXICO,Unprovoked,M,1965.06.09-Chavez.pdf
1656,1965,MEXICO,Unprovoked,M,1965.05.29-Millan.pdf
1657,1965,MEXICO,Unprovoked,M,1965.05.28-Montero.pdf
1658,1965,MEXICO,Unprovoked,M,1965.05.00.a-Gomez.pdf
1659,1965,NEW BRITAIN,Unprovoked,M,1965.10.10-Kaleva.pdf
1660,1965,NEW GUINEA,Unprovoked,M,1965.01.09-Raho.pdf
1661,1965,PACIFIC OCEAN ,Unprovoked,M,1965.11.21.a-Kameya.pdf
1662,1965,PALAU,Unprovoked,M,1965.04.04.b-Nakamura.pdf
1663,1965,PAPUA NEW GUINEA,Provoked,M,1965.09.21-Orou.pdf
1664,1965,PAPUA NEW GUINEA,Provoked,M,1965.09.12-Ilu.pdf
1665,1965,PAPUA NEW GUINEA,Unprovoked,M,1965.10.00-NV-Guge.pdf
1666,1965,PAPUA NEW GUINEA,Unprovoked,M,1965.06.00-NV-Naruchima.pdf
1667,1965,PHILIPPINES,Unprovoked,M,1965.08.30-Arsinoe.pdf
1668,1965,RED SEA,Unprovoked,M,1965.00.00.d-male.pdf
1669,1965,SOUTH AFRICA,Unprovoked,M,1965.02.14-Black.pdf
1670,1965,SOUTH AFRICA,Unprovoked,M,1965.01.23-Bowers.pdf
1671,1965,SOUTH AFRICA,Unprovoked,M,1965.01.16-AWFPatterson.pdf
1672,1965,SOUTH PACIFIC OCEAN,Unprovoked,M,1965.06.00-Yang.pdf
1673,1965,USA,Unprovoked,M,1965.06.19-Rihl.pdf
1674,1965,USA,Unprovoked,M,1965.06.18-TitanRocket.pdf
1675,1965,USA,Unprovoked,M,1965.04.25-Sammut.pdf
1676,1965,USA,Unprovoked,M,1965.03.23-CanadianAircraft.pdf
1677,1965,USA,Unprovoked,M,1965.01.25-RebelBelle.pdf
1678,1965,USA,Provoked,M,1965.00.00.f-Berg.pdf
1679,1965,USA,Provoked,M,1965.00.00.e-Frank-RivieraBeach.pdf
1680,1965,USA,Unprovoked,M,1965.08.26-Bloodworth.pdf
1681,1965,USA,Unprovoked,M,1965.04.29-Vorenberg.pdf
1682,1965,USA,Unprovoked,M,1965.04.10-Morgan.pdf
1683,1965,USA,Unprovoked,M,1965.04.04.a-Lachmund.pdf
1684,1965,USA,Unprovoked,M,1965.03.14-MacNeilly.pdf
1685,1965,USA,Unprovoked,M,1965.02.04-Powell.pdf
1686,1965,USA,Unprovoked,M,1965.00.00.g-Darilek.pdf
1687,1965,VANUATU,Unprovoked,M,1965.00.00.b-Pamaa.pdf
1688,1966,AUSTRALIA,Unprovoked,M,1966.08.28-Fowler.pdf
1689,1966,AUSTRALIA,Unprovoked,M,1966.09.18-Marsh.pdf
1690,1966,AUSTRALIA,Provoked,M,1966.12.27.b-Lusted.pdf
1691,1966,AUSTRALIA,Provoked,M,1966.09.13-NV-Adams.pdf
1692,1966,AUSTRALIA,Unprovoked,M,1966.05.20.c-VanHelden.pdf
1693,1966,AUSTRALIA,Unprovoked,M,1966.05.20.a-Mangel.pdf
1694,1966,AUSTRALIA,Unprovoked,M,1966.04.00-NV-skiff.pdf
1695,1966,AUSTRALIA,Unprovoked,M,1966.12.31-Bosworth.pdf
1696,1966,AUSTRALIA,Unprovoked,M,1966.12.27.a-Fielding.pdf
1697,1966,AUSTRALIA,Unprovoked,M,1966.12.26-Jensen.pdf
1698,1966,AUSTRALIA,Unprovoked,M,1966.09.27-Dawson.pdf
1699,1966,AUSTRALIA,Unprovoked,M,1966.09.10-Paxman.pdf
1700,1966,AUSTRALIA,Unprovoked,M,1966.05.20.b-Oxenbridge.pdf
1701,1966,AUSTRALIA,Unprovoked,M,1966.02.27-Short.pdf
1702,1966,AUSTRALIA,Unprovoked,M,1966.01.15-Meyer.pdf
1703,1966,AUSTRALIA,Unprovoked,M,1966.01.10-Kovacich.pdf
1704,1966,BAHAMAS,Unprovoked,M,1966.09.00-Greenberg.pdf
1705,1966,BAHAMAS,Unprovoked,F,1966.08.27.a-NV-Hodge.pdf
1706,1966,CROATIA,Unprovoked,M,1966.08.16-Treliac.pdf
1707,1966,FRENCH POLYNESIA,Provoked,M,1966.06.02-Tuhei.pdf
1708,1966,ITALY,Unprovoked,M,1966.08.13-CosimoPiccinni.pdf
1709,1966,NEW BRITAIN,Unprovoked,F,1966.08.21.b-Bokset.pdf
1710,1966,NEW BRITAIN,Unprovoked,F,1966.08.21.a-Etwat.pdf
1711,1966,NEW ZEALAND,Unprovoked,F,1966.01.08-Knightley.pdf
1712,1966,PAPUA NEW GUINEA,Unprovoked,F,1966.11.00-Maineri.pdf
1713,1966,PAPUA NEW GUINEA,Unprovoked,F,1966.10.30-Pogias.pdf
1714,1966,PAPUA NEW GUINEA,Unprovoked,F,1966.10.29-Dakel.pdf
1715,1966,PAPUA NEW GUINEA,Unprovoked,F,1966.07.14-NV-Sasa.pdf
1716,1966,PHILIPPINES,Unprovoked,M,1966.05.16.a-PioneerCebu.pdf
1717,1966,SINGAPORE,Unprovoked,M,1966.12.26-NV-Hussain-Ali.pdf
1718,1966,SOUTH AFRICA,Unprovoked,M,1966.08.27-Jacoba.pdf
1719,1966,SOUTH AFRICA,Provoked,M,1966.01.29-Campbell.pdf
1720,1966,SOUTH AFRICA,Unprovoked,M,1966.01.11-Long.pdf
1721,1966,SOUTH AFRICA,Unprovoked,M,1966.01.09-Vorster.pdf
1722,1966,SUDAN,Unprovoked,M,1966.03.12-RedSea.pdf
1723,1966,TAIWAN,Unprovoked,M,1966.08.14-Caldwell.pdf
1724,1966,TAIWAN,Unprovoked,M,1966.07.17.a-Yang.pdf
1725,1966,USA,Unprovoked,F,1966.00.00-Derry.pdf
1726,1966,USA,Unprovoked,M,1966.08.00.b-Henderson.pdf
1727,1966,USA,Unprovoked,M,1966.07.03-Brothers.pdf
1728,1966,USA,Unprovoked,M,1966.05.16.b-Oschoskey.pdf
1729,1966,USA,Provoked,M,1966.09.19-Morita.pdf
1730,1966,USA,Provoked,M,1966.09.08-Redmond.pdf
1731,1966,USA,Provoked,M,1966.07.19-Estridge.pdf
1732,1966,USA,Provoked,M,1966.06.22-Hiksdal.pdf
1733,1966,USA,Provoked,M,1966.06.11-Chamberlin.pdf
1734,1966,USA,Unprovoked,M,1966.08.00.a-Carpenter.pdf
1735,1966,USA,Unprovoked,M,1966.07.31-Russell.pdf
1736,1966,USA,Unprovoked,M,1966.07.17.b-Barilek.pdf
1737,1966,USA,Unprovoked,M,1966.06.04-Holmgreen.pdf
1738,1966,USA,Unprovoked,M,1966.04.08-NV-Seaver.pdf
1739,1966,USA,Unprovoked,M,1966.01.22-Barthman_Collier.pdf
1740,1966,USA,Unprovoked,M,1966.01.05-Scherer.pdf
1741,1967,AUSTRALIA,Unprovoked,M,1967.08.10-Hales-Hislop.pdf
1742,1967,AUSTRALIA,Provoked,M,1967.11.30.b- NV-JeffShort.pdf
1743,1967,AUSTRALIA,Provoked,M,1967.05.13-NV-Baim.pdf
1744,1967,AUSTRALIA,Provoked,M,1967.05.09-NV-Stanley.pdf
1745,1967,AUSTRALIA,Provoked,M,1967.03.12-NV-Marendez.pdf
1746,1967,AUSTRALIA,Provoked,M,1967.01.06-NV-Loane.pdf
1747,1967,AUSTRALIA,Unprovoked,M,1967.12.17-PrimeMinister.pdf
1748,1967,AUSTRALIA,Unprovoked,M,1967.11.30.a-Ligrov.pdf
1749,1967,AUSTRALIA,Unprovoked,M,1967.08.19-Bartle.pdf
1750,1967,BAHAMAS,Unprovoked,M,1967.08.00.b-Winer.pdf
1751,1967,BERMUDA,Unprovoked,F,1967.08.15-Ferguson.pdf
1752,1967,COLUMBIA,Unprovoked,M,1967.08.14.R-Walsh.pdf
1753,1967,FIJI,Provoked,M,1967.11.15-NV-Wiltshire.pdf
1754,1967,FIJI,Unprovoked,M,1967.12.18-NV-Tetapana.pdf
1755,1967,ITALY,Provoked,M,1967.09.13-Guarini.pdf
1756,1967,ITALY,Provoked,M,1967.06.00-Messina.pdf
1757,1967,ITALY,Unprovoked,M,1967.08.25-Casucci.pdf
1758,1967,JAPAN,Unprovoked,M,1967.08.26-Ishikawa.pdf
1759,1967,MEXICO,Unprovoked,M,1967.02.06-Mendez-Robles.pdf
1760,1967,MOZAMBIQUE,Unprovoked,M,1967.01.21-Santos.pdf
1761,1967,NEW ZEALAND,Provoked,M,1967.03.20-NV-Clark.pdf
1762,1967,NEW ZEALAND,Unprovoked,M,1967.03.09-Black.pdf
1763,1967,PAPUA NEW GUINEA,Unprovoked,M,1967.12.21.R-Valentine.pdf
1764,1967,PAPUA NEW GUINEA,Unprovoked,M,1967.09.06-Parang.pdf
1765,1967,PAPUA NEW GUINEA,Unprovoked,M,1967.09.01-Kamage.pdf
1766,1967,PAPUA NEW GUINEA,Unprovoked,M,1967.03.01-boy.pdf
1767,1967,SENEGAL,Unprovoked,M,1967.08.00.a-Senegal.pdf
1768,1967,SOUTH AFRICA,Unprovoked,F,1967.11.00-BrightonBeach.pdf
1769,1967,SOUTH AFRICA,Provoked,M,1967.01.22-Gericke.pdf
1770,1967,SOUTH AFRICA,Unprovoked,M,1967.12.30-Pearson.pdf
1771,1967,SOUTH AFRICA,Unprovoked,M,1967.03.19-LenJones.pdf
1772,1967,TONGA,Unprovoked,M,1967.10.00-NV-Hopoi.pdf
1773,1967,TURKEY,Unprovoked,M,1967.07.05-Guven.pdf
1774,1967,UNITED KINGDOM,Provoked,M,1967.04.00-Venables-Gibraltar.pdf
1775,1967,USA,Unprovoked,M,1967.09.20-male-Oahu.pdf
1776,1967,USA,Unprovoked,M,1967.07.00-NV-Dowdy.pdf
1777,1967,USA,Provoked,M,1967.12.14-NV-Stinson.pdf
1778,1967,USA,Provoked,M,1967.08.27-Beatty.pdf
1779,1967,USA,Provoked,M,1967.06.13-Pruna.pdf
1780,1967,USA,Unprovoked,M,1967.10.17-White.pdf
1781,1967,USA,Unprovoked,M,1967.08.07-Ritter.pdf
1782,1967,USA,Unprovoked,M,1967.07.29-NV-McGonigal.pdf
1783,1968,AUSTRALIA,Provoked,M,1968.12.26-Jones.pdf
1784,1968,AUSTRALIA,Provoked,M,1968.11.02-NV-Rosser.pdf
1785,1968,AUSTRALIA,Provoked,M,1968.04.07-Weaver.pdf
1786,1968,AUSTRALIA,Unprovoked,F,1968.02.20-Germanis.pdf
1787,1968,AUSTRALIA,Unprovoked,M,1968.12.09-O'Brien.pdf
1788,1968,AUSTRALIA,Unprovoked,M,1968.04.15-Castle.pdf
1789,1968,AUSTRALIA,Unprovoked,M,1968.02.04-Forster.pdf
1790,1968,BAHAMAS,Provoked,M,1968.10.29-NV-DeBry.pdf
1791,1968,BAHAMAS,Unprovoked,M,1968.07.10-Bahamas.pdf
1792,1968,BAHAMAS,Unprovoked,M,1968.06.25-Pinder.pdf
1793,1968,COLUMBIA,Unprovoked,M,1968.08.08-Vasquez.pdf
1794,1968,COSTA RICA,Unprovoked,M,1968.00.00.c-Parisima.pdf
1795,1968,ENGLAND,Unprovoked,M,1968.06.00-NV-Cloke.pdf
1796,1968,FRENCH POLYNESIA,Unprovoked,M,1968.08.13-Tennville.pdf
1797,1968,MEXICO,Unprovoked,M,1968.07.00-NV-Slatzer.pdf
1798,1968,NEW ZEALAND,Provoked,F,1968.02.18-Campbell.pdf
1799,1968,NEW ZEALAND,Unprovoked,M,1968.12.25-Barton.pdf
1800,1968,NEW ZEALAND,Unprovoked,M,1968.09.15-Hitt.pdf
1801,1968,PAPUA NEW GUINEA,Unprovoked,M,1968.05.00-NV-Gilaba.pdf
1802,1968,PAPUA NEW GUINEA,Unprovoked,M,1968.04.11.R-Laiokeke.pdf
1803,1968,SOUTH AFRICA,Unprovoked,M,1968.11.06-Hlope.pdf
1804,1968,SOUTH AFRICA,Unprovoked,M,1968.12.29-NV-Domoney.pdf
1805,1968,SOUTH AFRICA,Unprovoked,M,1968.12.00-NV-Gwynn.pdf
1806,1968,SOUTH AFRICA,Unprovoked,M,1968.12.02-VanNiekerk.pdf
1807,1968,SOUTH AFRICA,Unprovoked,M,1968.03.25-Mtiyane.pdf
1808,1968,USA,Unprovoked,M,1968.04.29-Carrell.pdf
1809,1968,USA,Unprovoked,M,1968.03.00-NV-Voorhees.pdf
1810,1968,USA,Unprovoked,M,1968.10.13-Johnson.pdf
1811,1968,USA,Unprovoked,M,1968.08.21-PeterBall.pdf
1812,1968,USA,Unprovoked,M,1968.07.27-FrankLogan_Collier.pdf
1813,1968,USA,Unprovoked,M,1968.07.23-NV-Meacham.pdf
1814,1968,USA,Unprovoked,M,1968.07.16-Hughes.pdf
1815,1968,USA,Unprovoked,M,1968.06.09-Nash.pdf
1816,1968,USA,Unprovoked,M,1968.04.20-Samples.pdf
1817,1968,USA,Unprovoked,M,1968.03.10-Icyda.pdf
1818,1968,USA,Unprovoked,M,1968.02.26-Hennessee.pdf
1819,1969,AUSTRALIA,Unprovoked,M,1969.04.22-Anderson.pdf
1820,1969,AUSTRALIA,Unprovoked,M,1969.02.00-NV-ElinAnderson.pdf
1821,1969,AUSTRALIA,Provoked,M,1969.11.05-Robson.pdf
1822,1969,AUSTRALIA,Provoked,M,1969.03.25-NV-WilliamHill.pdf
1823,1969,AUSTRALIA,Provoked,M,1969.02.17.R-Pacey.pdf
1824,1969,AUSTRALIA,Unprovoked,M,1969.11.30-Cartwright.pdf
1825,1969,AUSTRALIA,Unprovoked,M,1969.01.27-Deacon.pdf
1826,1969,AUSTRALIA,Unprovoked,M,1969.01.00-Simpson.pdf
1827,1969,BERMUDA,Unprovoked,M,1989.07.27-SovietDiver.pdf
1828,1969,DOMINICAN REPUBLIC,Unprovoked,M,1969.05.22-NV-Kuchn.pdf
1829,1969,ENGLAND,Provoked,M,1969.07.27-NV-Brown.pdf
1830,1969,JAMAICA,Unprovoked,M,1969.06.12-Washington.pdf
1831,1969,USA,Provoked,M,1969.08.22-Eleniefsky.pdf
1832,1969,USA,Provoked,M,1969.07.22-NV-Griffin.pdf
1833,1969,USA,Provoked,M,1969.05.25-Barnett.pdf
1834,1969,USA,Provoked,M,1969.05.24-NV-Martel.pdf
1835,1969,USA,Provoked,M,1969.04.19-Horner.pdf
1836,1969,USA,Unprovoked,M,1969.11.11-McGinnis.pdf
1837,1969,USA,Unprovoked,M,1969.10.14-NV-Hegeman.pdf
1838,1969,USA,Unprovoked,M,1969.09.06-DonaldJoslin_Collier.pdf
1839,1969,USA,Unprovoked,M,1969.08.29-Barnes.pdf
1840,1969,USA,Unprovoked,M,1969.08.02-Wilson.pdf
1841,1969,USA,Unprovoked,M,1969.08.01-Wamser.pdf
1842,1969,USA,Unprovoked,M,1969.07.20-Colby_Collier.pdf
1843,1969,USA,Unprovoked,M,1969.06.27-NV-Benham.pdf
1844,1969,USA,Unprovoked,M,1969.06.00-NV-Holmes.pdf
1845,1969,USA,Unprovoked,M,1969.03.09-Lee.pdf
1846,1970,AUSTRALIA,Provoked,M,1970.09.02-Cook.pdf
1847,1970,CROATIA,Unprovoked,M,1970.00.00.e-Jurincic.pdf
1848,1970,EGYPT,Unprovoked,M,1970.01.16-IsraeliPilot.pdf
1849,1970,ENGLAND,Unprovoked,M,1970.01.09.R-England.pdf
1850,1970,GRENADA,Unprovoked,M,1970.06.13.b-LincolnJohn.pdf
1851,1970,GRENADA,Unprovoked,M,1970.06.13.a-AlpheusJohn.pdf
1852,1970,GRENADA,Unprovoked,M,1970.04.04-Daily.pdf
1853,1970,IRAQ,Unprovoked,F,1970.00.00.d-Shatt-al-Arab.pdf
1854,1970,IRAQ,Unprovoked,F,1970.00.00.c-Abu-a-Khasib.pdf
1855,1970,IRAQ,Unprovoked,M,1970.00.00.b-Shatt-al-Arab.pdf
1856,1970,IRAQ,Unprovoked,M,1970.00.00.a-Shatt-al-Arab.pdf
1857,1970,ITALY,Unprovoked,M,1970.00.00.f-Sardinia.pdf
1858,1970,MEXICO,Unprovoked,M,1970.01.10-Kardell.pdf
1859,1970,MICRONESIA,Unprovoked,M,1970.12.07-Kapriel.pdf
1860,1970,MICRONESIA,Unprovoked,M,1970.09.28-Urumai.pdf
1861,1970,MOZAMBIQUE,Unprovoked,M,1970.12.17-Litura.pdf
1862,1970,MOZAMBIQUE,Unprovoked,M,1970.12.13-BlackMale-Mozambique.pdf
1863,1970,MOZAMBIQUE,Unprovoked,M,1970.01.23.d-Soto.pdf
1864,1970,MOZAMBIQUE,Unprovoked,M,1970.01.23.c-Tivane.pdf
1865,1970,MOZAMBIQUE,Unprovoked,M,1970.01.23.b-Mogadura.pdf
1866,1970,MOZAMBIQUE,Unprovoked,M,1970.01.23.a-Mobunda.pdf
1867,1970,PALAU,Provoked,M,1970.09.13-Samsel.pdf
1868,1970,PAPUA NEW GUINEA,Unprovoked,M,1970.01.00-NV-Mosley.pdf
1869,1970,SOLOMON ISLANDS,Unprovoked,M,1970.04.00.a-NV-Vota.pdf
1870,1970,SOUTH AFRICA,Provoked,M,1970.06.15-Govindsamy.pdf
1871,1970,SPAIN,Unprovoked,M,1970.00.00.g-Tenerife.pdf
1872,1970,SRI LANKA,Unprovoked,M,1970.00.00.h-Wickremaratne.pdf
1873,1970,USA,Unprovoked,M,1970.03.31-Reathaford.pdf
1874,1970,USA,Provoked,M,1970.06.22-Faulkner.pdf
1875,1970,USA,Unprovoked,M,1970.12.03-Leopold.pdf
1876,1970,USA,Unprovoked,M,1970.10.24-Mattan.pdf
