,Year,Country,Type,Sex,Pdf
465,1929,USA,Unprovoked,M,1929.03.16-Chadbourne.pdf
466,1929,USA,Unprovoked,M,1929.00.00.a-Holm.pdf
467,1930,AUSTRALIA,Provoked,M,1930.02.03.R-Donovan.pdf
468,1930,AUSTRALIA,Unprovoked,M,1930.12.25-Knight.pdf
469,1930,AUSTRALIA,Unprovoked,M,1930.12.13-Kenny.pdf
470,1930,AUSTRALIA,Unprovoked,M,1930.12.00-ParamattaRiver.pdf
471,1930,AUSTRALIA,Unprovoked,M,1930.11.30-Smith.pdf
472,1930,AUSTRALIA,Unprovoked,M,1930.08.31-Burton.pdf
473,1930,AUSTRALIA,Unprovoked,M,1930.06.04-Ibigan.pdf
474,1930,AUSTRALIA,Unprovoked,M,1930.02.20-Jerry.pdf
475,1930,AUSTRALIA,Unprovoked,M,1930.02.15-Clarke.pdf
476,1930,CUBA,Unprovoked,M,1930.07.19-Grenet.pdf
477,1930,HONDURAS,Unprovoked,M,1930.09.26.R-IndianGuide.pdf
478,1930,MAURITIUS,Unprovoked,M,1930.01.00-Mauritius.pdf
479,1930,OKINAWA,Unprovoked,M,1930.00.00.c-Kadena.pdf
480,1930,SOUTH AFRICA,Unprovoked,M,1930.04.08-BasheeRiver.pdf
481,1930,SOUTH AFRICA,Unprovoked,M,1930.01.16-le-Roux.pdf
482,1930,SOUTH AFRICA,Unprovoked,M,1930.00.00.a-Meyer.pdf
483,1930,SPAIN,Unprovoked,M,1930.08.16-El-Escabonal-CanaryIslands.pdf
484,1930,TURKEY,Unprovoked,M,1930.05.11.R-Turkey.pdf
485,1930,USA,Unprovoked,M,1930.08.06-Kemp.pdf
486,1930,USA,Unprovoked,M,1930.07.11-Harns.pdf
487,1930,USA,Unprovoked,M,1930.05.27-Wattigney.pdf
488,1930,USA,Unprovoked,M,1930.03.07.R-Giglis.pdf
489,1931,AUSTRALIA,Unprovoked,M,1931.02.10-Rosenthal.pdf
490,1931,AUSTRALIA,Provoked,M,1931.03.06-Ewen.pdf
491,1931,AUSTRALIA,Unprovoked,M,1931.11.26-Mainlander.pdf
492,1931,AUSTRALIA,Unprovoked,M,1931.08.01-Roberts.pdf
493,1931,AUSTRALIA,Unprovoked,M,1931.03.22-Tomida.pdf
494,1931,AUSTRALIA,Unprovoked,M,1931.01.24-ThursdayIsland.pdf
495,1931,AUSTRALIA,Unprovoked,M,1931.01.14-Albertus.pdf
496,1931,AUSTRALIA,Unprovoked,M,1931.01.07-Roser.pdf
497,1931,CUBA,Unprovoked,M,1931.08.31-Romero.pdf
498,1931,CUBA,Unprovoked,M,1931.08.25-Medina.pdf
499,1931,CUBA,Unprovoked,M,1931.08.23-Rodriguez.pdf
500,1931,FIJI,Unprovoked,M,1931.07.28.R-Narnak.pdf
501,1931,JAMAICA,Unprovoked,M,1931.09.27-Gibbs.pdf
502,1931,TONGA,Unprovoked,M,1931.00.00.b-Tin-can-mail.pdf
503,1931,USA,Unprovoked,M,1931.09.02-Gaspar.pdf
504,1931,USA,Unprovoked,M,1931.08.30-Nakatus.pdf
505,1931,USA,Provoked,M,1931.06.13-Williamson.pdf
506,1931,USA,Unprovoked,F,1931.09.21.a-b-Holaday-Barrows.pdf
507,1931,USA,Unprovoked,M,1931.09.21.a-b-Holaday-Barrows.pdf
508,1931,USA,Unprovoked,M,1931.08.18-Zifflewwiggett.pdf
509,1931,USA,Unprovoked,M,1931.08.06.R-soldier.pdf
510,1931,USA,Unprovoked,M,1931.07.15-SeaGirt.pdf
511,1931,USA,Unprovoked,M,1931.06.14-male.pdf
512,1931,USA,Unprovoked,M,1931.06.04.R-Johnson.pdf
513,1932,AUSTRALIA,Provoked,M,1932.08.30.b-male-Bondi.pdf
514,1932,AUSTRALIA,Provoked,M,1932.08.30.a-Bennett.pdf
515,1932,AUSTRALIA,Unprovoked,M,1932.12.11-ArnhemLand.pdf
516,1932,AUSTRALIA,Unprovoked,M,1932.10.31-Ogilvie.pdf
517,1932,AUSTRALIA,Unprovoked,M,1932.08.09-JackGiblett.pdf
518,1932,AUSTRALIA,Unprovoked,M,1932.05.12-HenrySolomon.pdf
519,1932,AUSTRALIA,Unprovoked,M,1932.05.00-Nishi.pdf
520,1932,AUSTRALIA,Unprovoked,M,1932.02.13-Beck.pdf
521,1932,AUSTRALIA,Unprovoked,M,1932.01.27-Adams.pdf
522,1932,BAHAMAS,Provoked,M,1932.08.06-Vanderbilt.pdf
523,1932,CANADA,Unprovoked,M,1932.07.02-Bay-of-Fundy.pdf
524,1932,CAPE VERDE,Unprovoked,M,1932.10.11-Ruck.pdf
525,1932,FIJI,Unprovoked,F,1932.06.20-Asena.pdf
526,1932,FIJI,Unprovoked,M,1932.09.26.R-Fiji.pdf
527,1932,MEXICO,Provoked,M,1932.01.06-BajaFishermen.pdf
528,1932,NEW ZEALAND,Provoked,M,1932.12.09-Brasting.pdf
529,1932,PHILIPPINES,Unprovoked,F,1932.04.16.a-Philippine-female.pdf
530,1932,PHILIPPINES,Unprovoked,M,1932.04.16.b-civilian-male.pdf
531,1932,PHILIPPINES,Unprovoked,M,1932.02.08-PhilippineSoldier.pdf
532,1932,SOUTH AFRICA,Unprovoked,M,1932.00.00-Samuels.pdf
533,1932,USA,Unprovoked,M,1932.07.14.R-Galveston.pdf
534,1932,USA,Provoked,M,1932.08.10-Olsen.pdf
535,1932,USA,Provoked,M,1932.06.28-Fonzzo.pdf
536,1932,USA,Provoked,M,1932.06.26-Giacomo.pdf
537,1932,USA,Unprovoked,M,1932.02.16-WilliamFrance.pdf
538,1933,AUSTRALIA,Unprovoked,M,1933.06.13-Chinese-fisherman.pdf
539,1933,AUSTRALIA,Provoked,M,1933.05.23-Port.pdf
540,1933,AUSTRALIA,Provoked,M,1933.02.12-Jukes.pdf
541,1933,AUSTRALIA,Unprovoked,M,1933.11.20-Bill.pdf
542,1933,AUSTRALIA,Unprovoked,M,1933.11.18-AlfredAniba.pdf
543,1933,AUSTRALIA,Unprovoked,M,1933.10.25.R-BloomfieldRiver.pdf
544,1933,AUSTRALIA,Unprovoked,M,1933.07.03-Pearl-diver-Broome.pdf
545,1933,AUSTRALIA,Unprovoked,M,1933.06.08-Mitchell.pdf
546,1933,AUSTRALIA,Unprovoked,M,1933.02.26-McCann.pdf
547,1933,AUSTRALIA,Unprovoked,M,1933.02.15.R-Tumia.pdf
548,1933,AUSTRALIA,Unprovoked,M,1933.01.04-Locksley.pdf
549,1933,CUBA,Unprovoked,M,1933.05.03-sailor_cuba.pdf
550,1933,ISRAEL,Unprovoked,M,1933.09.27.R-NabiRubin.pdf
551,1933,USA,Provoked,M,1933.08.28.b-Myrick.pdf
552,1933,USA,Unprovoked,F,1933.08.26.R-HelenClarke.pdf
553,1933,USA,Unprovoked,F,1933.06.16-Megginson.pdf
554,1933,USA,Unprovoked,M,1933.08.28.a-Layton.pdf
555,1933,USA,Unprovoked,M,1933.07.07-Shalininski.pdf
556,1933,USA,Unprovoked,M,1933.06.21-Hastie.pdf
557,1933,USA,Unprovoked,M,1933.04.10-Martin.pdf
558,1934,AUSTRALIA,Provoked,M,1934.06.21-Durnbridge.pdf
559,1934,AUSTRALIA,Unprovoked,F,1934.12.31.b-Morrin.pdf
560,1934,AUSTRALIA,Unprovoked,F,1934.10.09-Coburg.pdf
561,1934,AUSTRALIA,Unprovoked,M,1934.12.31.a-Soden.pdf
562,1934,AUSTRALIA,Unprovoked,M,1934.12.23.a-b-Inman.pdf
563,1934,AUSTRALIA,Unprovoked,M,1934.12.23.a-b-Inman.pdf
564,1934,AUSTRALIA,Unprovoked,M,1934.10.02-Younger.pdf
565,1934,AUSTRALIA,Unprovoked,M,1934.08.26-Steeke.pdf
566,1934,AUSTRALIA,Unprovoked,M,1934.04.15-Ilett.pdf
567,1934,AUSTRALIA,Unprovoked,M,1934.04.01.a-Hermes.pdf
568,1934,AUSTRALIA,Unprovoked,M,1934.03.12-Riley.pdf
569,1934,AUSTRALIA,Unprovoked,M,1934.02.24-Rixon.pdf
570,1934,AUSTRALIA,Unprovoked,M,1934.01.27-McCutcheon.pdf
571,1934,AUSTRALIA,Unprovoked,M,1934.01.07-Grant.pdf
572,1934,BERMUDA,Provoked,M,1934.10.08-McCallan.pdf
573,1934,BERMUDA,Provoked,M,1934.09.08-Gibbons.pdf
574,1934,CHILE,Unprovoked,M,1934.02.22-Soldier-Chile.pdf
575,1934,CROATIA,Unprovoked,F,1934.08.21-Novak.pdf
576,1934,ITALY,Unprovoked,M,1934.08.27-Catania.pdf
577,1934,ITALY / CROATIA,Unprovoked,F,1934.08.26.R-Prinz.pdf
578,1934,SOUTH AFRICA,Unprovoked,M,1934.04.01.c-young-black-male.pdf
579,1934,SOUTH AFRICA,Unprovoked,M,1934.04.01.b-McArthur.pdf
580,1934,TURKEY,Unprovoked,M,1924.02.08.R-Turkey.pdf
581,1934,USA,Unprovoked,M,1934.08.05-Aimar.pdf
582,1934,USA,Unprovoked,M,1934.06.20-Best.pdf
583,1935,AUSTRALIA,Unprovoked,M,1935.04.25-SharkArmCase.pdf
584,1935,AUSTRALIA,Unprovoked,M,1935.01.17-Seaforth.pdf
585,1935,AUSTRALIA,Provoked,M,1935.03.13-Beitz.pdf
586,1935,AUSTRALIA,Unprovoked,M,1935.11.13-Messot.pdf
587,1935,AUSTRALIA,Unprovoked,M,1935.08.26-Quinn.pdf
588,1935,AUSTRALIA,Unprovoked,M,1935.08.13 -Barani.pdf
589,1935,AUSTRALIA,Unprovoked,M,1935.05.12-Andrew.pdf
590,1935,AUSTRALIA,Unprovoked,M,1935.03.30-Samuel.pdf
591,1935,AUSTRALIA,Unprovoked,M,1935.03.20-Kosam.pdf
592,1935,AUSTRALIA,Unprovoked,M,1935.03.11-McMichael.pdf
593,1935,AUSTRALIA,Unprovoked,M,1935.03.09-MacDonald.pdf
594,1935,AUSTRALIA,Unprovoked,M,1935.03.02-McFarlane.pdf
595,1935,AUSTRALIA,Unprovoked,M,1935.02.14-Lorenz.pdf
596,1935,AUSTRALIA,Unprovoked,M,1935.01.24.b-Johnson.pdf
597,1935,CROATIA,Unprovoked,F,1935.07.01-Kudlich.pdf
598,1935,PANAMA,Unprovoked,M,1935.07.05-Alonso.pdf
599,1935,PAPUA NEW GUINEA,Unprovoked,M,1935.09.04.R-Hula.pdf
600,1935,SOLOMON ISLANDS,Unprovoked,M,1935.06.05.R-SolomonIslands.pdf
601,1935,SOUTH AFRICA,Provoked,M,1935.05.19-spectator.pdf
602,1935,SOUTH AFRICA,Provoked,M,1935.03.25.R-Durban.pdf
603,1935,UNITED KINGDOM,Unprovoked,M,1935.08.24-Atherfield.pdf 
604,1935,USA,Unprovoked,M,1935.07.27-b-Wilkes.pdf
605,1935,USA,Unprovoked,M,1935.07.27.a-Wilkes.pdf
606,1935,USA,Unprovoked,M,1935.09.21-Fountain.pdf
607,1935,USA,Unprovoked,M,1935.06.18-Chalor.pdf
608,1935,USA,Unprovoked,M,1935.04.08.R-Davis.pdf
609,1936,AUSTRALIA,Unprovoked,M,1936.12.01-Swan.pdf
610,1936,AUSTRALIA,Unprovoked,M,1936.01.05-Canavan.pdf
611,1936,AUSTRALIA,Provoked,F,1936.02.23-Cameron.pdf
612,1936,AUSTRALIA,Provoked,M,1936.11.27-McDonnell.pdf
613,1936,AUSTRALIA,Provoked,M,1936.01.00-Howell.pdf
614,1936,AUSTRALIA,Unprovoked,M,1936.12.12-Lundberg.pdf
615,1936,AUSTRALIA,Unprovoked,M,1936.08.24-TalaLui.pdf
616,1936,AUSTRALIA,Unprovoked,M,1936.08.04.R-PearlDiver.pdf
617,1936,AUSTRALIA,Unprovoked,M,1936.07.07-aboriginal-diver.pdf
618,1936,AUSTRALIA,Unprovoked,M,1936.06.26-Willie.pdf
619,1936,AUSTRALIA,Unprovoked,M,1936.04.22-Oscoto.pdf
620,1936,AUSTRALIA,Unprovoked,M,1936.03.22-Japanese-sailor.pdf
621,1936,AUSTRALIA,Unprovoked,M,1936.03.19-Norman.pdf
622,1936,AUSTRALIA,Unprovoked,M,1936.02.20.R-Slaughter.pdf
623,1936,AUSTRALIA,Unprovoked,M,1936.02.04-Paton.pdf
624,1936,AUSTRALIA,Unprovoked,M,1936.01.22-Bennett.pdf
625,1936,AUSTRALIA,Unprovoked,M,1936.00.00-PortMelbourne.pdf
626,1936,USA,Unprovoked,M,1936.08.00-PamlicoSound.pdf
627,1936,USA,Provoked,M,1936.03.30-Samsoe.pdf
628,1936,USA,Unprovoked,M,1936.12.30-Kekuhi.pdf
629,1936,USA,Unprovoked,M,1936.09.04-Maui.pdf
630,1936,USA,Unprovoked,M,1936.07.25-Troy.pdf
631,1936,USA,Unprovoked,M,1936.06.06-BocaCiegaBay.pdf
632,1937,AUSTRALIA,Unprovoked,M,1937.03.26-Shaw.pdf
633,1937,AUSTRALIA,Unprovoked,M,1937.03.09-King.pdf
634,1937,AUSTRALIA,Unprovoked,M,1937.02.02-Penang.pdf
635,1937,AUSTRALIA,Provoked,M,1937.06.15.b-Emmerton.pdf
636,1937,AUSTRALIA,Provoked,M,1937.02.03-Woodley.pdf
637,1937,AUSTRALIA,Provoked,M,1937.01.27-Hemsworth.pdf
638,1937,AUSTRALIA,Unprovoked,M,1937.11.11-Kris.pdf
639,1937,AUSTRALIA,Unprovoked,M,1937.10.27.b-Brinkley.pdf
640,1937,AUSTRALIA,Unprovoked,M,1937.10.27.a-Girvanpub.pdf
641,1937,AUSTRALIA,Unprovoked,M,1937.10.24.b-McDonald.pdf
642,1937,AUSTRALIA,Unprovoked,M,1937.10.24.a-Denning.pdf
643,1937,AUSTRALIA,Unprovoked,M,1937.08.31-IonaAsai.pdf
644,1937,AUSTRALIA,Unprovoked,M,1937.07.16.R-JapaneseDiver.pdf
645,1937,AUSTRALIA,Unprovoked,M,1937.05.15-Tennant.pdf
646,1937,AUSTRALIA,Unprovoked,M,1937.02.13-Welsh.pdf
647,1937,AUSTRALIA,Unprovoked,M,1937.00.00-O'Leary.pdf
648,1937,CROATIA,Provoked,M,1937.09.16.R-Omis.pdf
649,1937,PANAMA,Unprovoked,M,1937.08.02-Fernandez.pdf
650,1937,SCOTLAND,Unprovoked,M,1937.09.01-Scotland.pdf
651,1937,SOLOMON ISLANDS,Unprovoked,M,1937.11.06.R-Solomon-Islands.pdf
652,1937,TURKEY,Unprovoked,M,1937.08.16-Istanbul.pdf
653,1937,USA,Provoked,M,1937.05.30-Siskalo.pdf
654,1937,USA,Unprovoked,M,1937.11.13-Tzenny-Chandris.pdf
655,1937,USA,Unprovoked,M,1937.06.15.a-Thompson.pdf
656,1938,AUSTRALIA,Provoked,M,1938.10.05-Lopez.pdf
657,1938,AUSTRALIA,Provoked,M,1938.01.21-Corowa.pdf
658,1938,AUSTRALIA,Unprovoked,M,1938.12.27-Graham.pdf
659,1938,AUSTRALIA,Unprovoked,M,1938.07.12-Okada.pdf
660,1938,AUSTRALIA,Unprovoked,M,1938.06.08-Edwards.pdf
661,1938,AUSTRALIA,Unprovoked,M,1938.03.08-Liverpool-River.pdf
662,1938,AUSTRALIA,Unprovoked,M,1938.01.14-Murray.pdf
663,1938,AUSTRALIA,Unprovoked,M,1938.01.02-Baker.pdf
664,1938,AUSTRALIA,Unprovoked,M,1938.00.00.b-Sammy.pdf
665,1938,CHINA,Unprovoked,M,1938.08.29-Baker.pdf
666,1938,COSTA RICA,Unprovoked,M,1938.05.26.R-Villareal.pdf
667,1938,EGYPT,Unprovoked,M,1938.00.00.e.R-Egypt.pdf
668,1938,FIJI,Unprovoked,M,1938.03.21.R-FijianMethodist.pdf
669,1938,IRAQ,Unprovoked,M,1938.05.15-Basrah.pdf
670,1938,SOUTH AFRICA,Provoked,M,1938.01.18-Parkin.pdf
671,1938,SOUTH AFRICA,Unprovoked,M,1938.00.00.a-blackmale.pdf
672,1938,TRINIDAD & TOBAGO,Unprovoked,M,1938.00.00.d-Huggins.pdf
673,1938,TURKEY,Provoked,M,1938.07.17.R-Turkey.pdf
674,1938,USA,Provoked,M,1938.08.18-WarrenWilliams.pdf
675,1938,USA,Provoked,M,1938.07.17-Griffet.pdf
676,1938,USA,Provoked,M,1938.00.00.c-Willards.pdf
677,1938,USA,Unprovoked,M,1938.07.18-MaynardTanner.pdf
678,1939,AUSTRALIA,Unprovoked,M,1939.12.28-Carroll.pdf
679,1939,AUSTRALIA,Unprovoked,M,1939.12.14-Gurran.pdf
680,1939,AUSTRALIA,Unprovoked,M,1939.10.25.R-Cobbe.pdf
681,1939,AUSTRALIA,Unprovoked,M,1939.09.27-Mira.pdf
682,1939,AUSTRALIA,Unprovoked,M,1939.01.12.R-ClarenceRiver.pdf
683,1939,BAHAMAS,Provoked,M,1939.07.16-MacEwan.pdf
684,1939,CURACAO,Unprovoked,M,1939.00.00.b-Hass.pdf
685,1939,NEW ZEALAND,Provoked,M,1939.02.26-Ramsbottom.pdf
686,1939,PAPUA NEW GUINEA,Unprovoked,M,1939.04.12.R-Child.pdf
687,1939,PAPUA NEW GUINEA,Unprovoked,M,1939.03.24-Raho-Heni.pdf
688,1939,PAPUA NEW GUINEA,Unprovoked,M,1939.00.00.a-Garvakala.pdf
689,1939,SAMOA,Unprovoked,M,1939.11.02.R-Samoa.pdf
690,1939,SRI LANKA,Unprovoked,F,1939.00.00.e-WREN.pdf
691,1939,USA,Provoked,M,1939.08.01-Ray.pdf
692,1939,USA,Provoked,M,1939.07.14-Bolling.pdf
693,1939,USA,Unprovoked,M,1939.10.04-Akina.pdf
694,1939,USA,Unprovoked,M,1939.05.03-Heagan.pdf
695,1939,VENEZUELA,Unprovoked,M,1939.00.00.c-Haberdasher.pdf
696,1940,AUSTRALIA,Provoked,M,1940.12.10-Garten.pdf
697,1940,AUSTRALIA,Unprovoked,M,1940.12.28-Hammond.pdf
698,1940,AUSTRALIA,Unprovoked,M,1940.12.19.R-JackRyan.pdf
699,1940,AUSTRALIA,Unprovoked,M,1940.03.20-Walker.pdf
700,1940,AUSTRALIA,Unprovoked,M,1940.02.04-Eke.pdf
701,1940,AUSTRALIA,Unprovoked,M,1940.01.29-BrisbaneRiver.pdf
702,1940,AUSTRALIA,Unprovoked,M,1940.01.23-Farrin.pdf
703,1940,AUSTRALIA,Unprovoked,M,1940.01.15-Bright.pdf
704,1940,AUSTRALIA,Unprovoked,M,1940.01.01-native-diver.pdf
705,1940,NEW GUINEA,Unprovoked,F,1940.00.00.e-small-girl.pdf
706,1940,PANAMA,Unprovoked,M,1940.09.00-Menacho.pdf
707,1940,SOUTH AFRICA,Unprovoked,F,1940.00.00.b-IndianFemale.pdf
708,1940,SOUTH AFRICA,Unprovoked,F,1940.00.00.a-Woman-Kowie.pdf
709,1940,SOUTH AFRICA,Unprovoked,M,1940.12.20-Chandley.pdf
710,1940,SOUTH AFRICA,Unprovoked,M,1940.03.31-Lees.pdf
711,1940,SOUTH AFRICA,Unprovoked,M,1940.02.22 - Lund.pdf
712,1940,SOUTH AFRICA,Unprovoked,M,1940.01.07-Hooper.pdf
713,1940,USA,Unprovoked,M,1940.07.13.b-Tanner.pdf
714,1940,USA,Unprovoked,M,1940.07.13.a-Haley.pdf
715,1940,USA,Unprovoked,M,1940.06.30-Dye.pdf
716,1941,ATLANTIC OCEAN,Unprovoked,M,1941.01.00-Scotsman-Indian.pdf
717,1941,AUSTRALIA,Unprovoked,M,1941.08.05-Dickerson.pdf
718,1941,AUSTRALIA,Provoked,M,1941.02.13-See.pdf
719,1941,AUSTRALIA,Unprovoked,M,1941.11.19-Kormoran.pdf
720,1941,AUSTRALIA,Unprovoked,M,1941.12.03-Graham.pdf
721,1941,CARIBBEAN SEA,Unprovoked,M,1941.09.25-Scotty.pdf
722,1941,IRAN,Unprovoked,M,1941.00.00.f-old-fisherman.pdf
723,1941,IRAN,Unprovoked,M,1941.00.00.e-local-dignitary.pdf
724,1941,IRAN,Unprovoked,M,1941.00.00.d-Gurkha-soldier.pdf
725,1941,IRAN,Unprovoked,M,1941.00.00.c-small-boy.pdf
726,1941,IRAN,Unprovoked,M,1941.00.00.b-IASCambulance-driver.pdf
727,1941,JAMAICA,Provoked,M,1941.02.01-Buchanan.pdf
728,1941,PACIFIC OCEAN,Unprovoked,M,1941.06.00-Ecuador.pdf
729,1941,PAPUA NEW GUINEA,Unprovoked,M,1941.00.00.a-RenagiLoi.pdf
730,1941,SOLOMON ISLANDS,Unprovoked,M,1941.00.00.h-Munda.pdf
731,1941,SOUTH ATLANTIC OCEAN,Unprovoked,M,1941.11.27.b-Nash.pdf
732,1941,SOUTH ATLANTIC OCEAN,Unprovoked,M,1941.11.27.a-Annison.pdf
733,1941,SOUTH ATLANTIC OCEAN,Unprovoked,M,1941.03.24-Britannia.pdf
734,1941,SOUTH ATLANTIC OCEAN,Unprovoked,M,1941.01.29-Hay.pdf
735,1941,USA,Provoked,M,1941.07.01-Shimoto.pdf
736,1941,USA,Provoked,M,1941.06.15-Ruhle.pdf
737,1941,USA,Provoked,M,1941.03.09-Martinez.pdf
738,1941,USA,Unprovoked,M,1941.08.01-Sweatmon.pdf
739,1942,ATLANTIC OCEAN,Unprovoked,M,1942.09.12.b-Laconia.pdf
740,1942,ATLANTIC OCEAN,Unprovoked,M,1942.07.12-Miller.pdf
741,1942,AUSTRALIA,Unprovoked,M,1942.00.00.j-StormBay.pdf
742,1942,AUSTRALIA,Unprovoked,M,1942.03.04-Bishop.pdf
743,1942,AUSTRALIA,Provoked,M,1942.01.00-Surfski.pdf
744,1942,AUSTRALIA,Unprovoked,F,1942.12.26-Burch.pdf
745,1942,AUSTRALIA,Unprovoked,F,1942.01.04-Steadman.pdf
746,1942,AUSTRALIA,Unprovoked,M,1942.09.12.a-Wearne.pdf
747,1942,AUSTRALIA,Unprovoked,M,1942.05.09-Johnson.pdf
748,1942,BAHAMAS,Unprovoked,M,1942.00.00.f-Mann.pdf
749,1942,BAY OF BENGAL,Unprovoked,M,1942.06.11.R-Bay-of-Bengal.pdf
750,1942,BRAZIL,Unprovoked,M,1942.06.08.R-Jacare-Brazil.pdf
751,1942,CUBA,Unprovoked,M,1942.03.08-EssoBolivar.pdf
752,1942,INDIAN OCEAN,Unprovoked,M,1942.11.21-City-of-Cairo.pdf
753,1942,INDONESIA,Unprovoked,M,1942.00.00.k-PigBasketAtrocity.pdf
754,1942,ITALY,Provoked,M,1942.07.06-Bardolini
755,1942,MID-PACIFC OCEAN,Unprovoked,M,1942.00.00.d-Aldrich.pdf
756,1942,PACIFIC OCEAN,Provoked,M,1942.11.00.b-Rickenbacker-raftmate.pdf
757,1942,PANAMA,Unprovoked,M,1942.00.00.a-BellaVista.pdf
758,1942,PHILIPPINES,Unprovoked,M,1942.00.00.i-Adong.pdf
759,1942,SOLOMON ISLANDS,Unprovoked,M,1942.11.16-Guadalcanal-HospitalShip.pdf
760,1942,SOLOMON ISLANDS,Unprovoked,M,1942.11.13.c-Hicks.pdf
761,1942,SOLOMON ISLANDS,Unprovoked,M,1942.11.13.a-Guadalcanal.pdf
762,1942,SOLOMON ISLANDS,Unprovoked,M,1942.10.12-Kabat.pdf
763,1942,SOLOMON ISLANDS,Unprovoked,M,1942.08.08-Amano.pdf
764,1942,SOLOMON ISLANDS / VANUATU,Unprovoked,M,1942.11.13.b-Juneau.pdf
765,1942,SOUTH AFRICA,Unprovoked,M,1942.11.28-NovaScotia.pdf
766,1942,SOUTH AFRICA,Unprovoked,M,1942.11.25-Bilton.pdf
767,1942,SOUTH AFRICA,Unprovoked,M,1942.11.01-Bergh.pdf
768,1942,SOUTHWEST PACIFIC OCEAN,Unprovoked,M,1942.09.11-NV-AdriftonRaft.pdf
769,1942,SOUTHWEST PACIFIC OCEAN,Unprovoked,M,1942.00.00.c-AmericanAviators.pdf
770,1942,USA,Unprovoked,M,1942.06.04-Midway.pdf
771,1943,AUSTRALIA,Unprovoked,M,1943.06.16-dinghy-Parker.pdf
772,1943,AUSTRALIA,Unprovoked,M,1943.05.14-Centaur.pdf
773,1943,CENTRAL PACIFIC,Unprovoked,M,1943.05.17.b-Reading.pdf
774,1943,CENTRAL PACIFIC,Unprovoked,M,1943.05.17.a-Almond.pdf
775,1943,INDIAN OCEAN,Unprovoked,M,1943.05.01.R-Clarence-Master.pdf
776,1943,IRAQ,Unprovoked,M,1943.00.00.d-Khaleeula.pdf
777,1943,ITALY,Unprovoked,M,1943.08.00-Kurz.pdf
778,1943,MEXICO,Unprovoked,M,1943.07.00.a-Zamora.pdf
779,1943,PACIFIC OCEAN,Unprovoked,M,1943.05.27-Zamperini.pdf
780,1943,PACIFIC OCEAN,Unprovoked,M,1943.11.11-CapeSanJuan.pdf
781,1943,PACIFIC OCEAN,Unprovoked,M,1943.01.26-BuyoMaru.pdf
782,1943,PANAMA,Unprovoked,M,1943.09.23-sailor.pdf
783,1943,SOLOMON ISLANDS,Unprovoked,M,1943.00.00.e-Soldier.pdf
784,1943,SOUTH AFRICA,Unprovoked,M,1943.12.12-Matthews.pdf
785,1943,SOUTH AFRICA,Unprovoked,M,1943.11.21-Richardson.pdf
786,1943,SOUTH AFRICA,Unprovoked,M,1943.03.21-Ridley.pdf
787,1943,USA,Unprovoked,M,1943.10.26-Ormond.pdf
788,1943,USA,Unprovoked,M,1943.04.05-Gant.pdf
789,1943,USA,Unprovoked,M,1943.12.04-Libertad.pdf
790,1943,USA,Unprovoked,M,1943.07.18-Stessel.pdf
791,1943,USA,Unprovoked,M,1943.00.00.c - Midway.pdf
792,1943,USA,Unprovoked,M,1943.00.00.b - Midway.pdf
793,1943,USA,Unprovoked,M,1943.00.00.a-Midway.pdf
794,1944, PHILIPPINES,Unprovoked,M,1944.10.26.a-2men-incomplete.pdf
795,1944,AUSTRALIA,Unprovoked,M,1944.01.16-dinghy-Cottesloe.pdf
796,1944,AUSTRALIA,Unprovoked,M,1944.11.01-AmericanSailor.pdf
797,1944,AUSTRALIA,Unprovoked,M,1944.01.14-Weir.pdf
798,1944,CARIBBEAN SEA,Unprovoked,M,1944.09.00-sailor.pdf
799,1944,INDIA,Unprovoked,M,1944.02.18-Madras.pdf
800,1944,ITALY,Unprovoked,M,1944.00.00.b-B-24 crew.pdf
801,1944,NEW GUINEA,Unprovoked,M,1944.00.00.a-Ward crew.pdf
802,1944,NORTH PACIFIC OCEAN,Unprovoked,M,1944.06.23-Boyd-Rescue-incomplete.pdf
803,1944,PANAMA,Unprovoked,M,1944.05.04.a-seaman.pdf
804,1944,PHILIPPINES,Unprovoked,M,1944.12.18-Nagurney.pdf
805,1944,PHILIPPINES,Unprovoked,M,1944.10.26.b-Heinl.pdf
806,1944,PHILIPPINES,Unprovoked,M,1944.10.25.b-Carter.pdf
807,1944,PHILIPPINES,Unprovoked,M,1944.10.25.a-Ensign.pdf
808,1944,SIERRA LEONE,Unprovoked,M,1944.11.08-Meaden.pdf
809,1944,SOUTH AFRICA,Unprovoked,M,1944.08.20-Nissen.pdf
810,1944,SOUTH AFRICA,Unprovoked,M,1944.07.22-Schmidt.pdf
811,1944,SOUTH AFRICA,Unprovoked,M,1944.03.26.b-Botha.pdf
812,1944,SOUTH AFRICA,Unprovoked,M,1944.03.26.a-Best.pdf
813,1944,SOUTH AFRICA,Unprovoked,M,1944.03.14-Field.pdf
814,1944,SOUTH AFRICA,Unprovoked,M,1944.02.27-LeBlanc.pdf
815,1944,SOUTH AFRICA,Unprovoked,M,1944.01.20-Bunn.pdf
816,1944,SOUTH AFRICA,Unprovoked,M,1944.01.04-Selby.pdf
817,1944,SOUTH PACIFIC OCEAN,Unprovoked,M,1944.00.00.c-Nebatari'sCompanion.pdf
818,1944,USA,Unprovoked,F,1944.05.31-Shands.pdf
819,1944,USA,Unprovoked,M,1944.09.03-PhilipStanton.pdf
